pid,year,team,leag,ppg,rpg,apg

BYRNEMA01,1978,NOJ,N,5.25,2.611111111,1.194444444

BYRNEMA01,1978,PHO,N,6.76744186,2.255813953,1.418604651

CALHOCO01,1978,IND,N,4.666666667,2.938271605,1.283950617

CARRAU01,1978,CLE,N,17,3.536585366,2.646341463

CARRKE01,1978,LAL,N,7.402777778,4.055555556,0.833333333

CARRML01,1978,DET,N,18.7125,7.3625,3.275

CARTERO01,1978,LAL,N,3.130434783,0.97826087,0.543478261

CATCHHA01,1978,PHI,N,2.76,3.92,0.72

CATCHHA01,1978,NJN,N,6.09375,6.375,0.9375

CATCHHA01,1978,TOT,N,4.631578947,5.298245614,0.842105263

CHANEDO01,1978,BOS,N,5.907692308,2.169230769,1.153846154

CHEEKMA01,1978,PHI,N,8.353658537,3.097560976,5.256097561

CHENIPH01,1978,WA1,N,5.777777778,0.740740741,1.148148148

CHONEJI01,1978,CLE,N,13.43902439,10.26829268,2.207317073

CLEAMJI01,1978,NYK,N,9.518987342,2.848101266,4.759493671

COLEMEC01,1978,HOU,N,1.833333333,1.166666667,0.166666667

COLLIDO01,1978,PHI,N,19.5106383,2.617021277,4.063829787

COOPEMI01,1978,LAL,N,2,0,0

COOPEWA01,1978,GSW,N,4.569230769,4.307692308,0.323076923

CORZIDA01,1978,WA1,N,2.966101695,2.491525424,0.830508475

COWENDA01,1978,BOS,N,16.57352941,9.588235294,3.558823529

COXWE01,1978,GSW,N,4.709677419,2.032258065,0.35483871

CRISSCH01,1978,ATL,N,5.277777778,1.111111111,2.555555556

CROMPJE01,1978,DEN,N,1.3,1.15,0.25

DAMPILO01,1978,SAS,N,3.928571429,0.9,1.771428571

DANDRBO01,1978,WA1,N,20.37179487,5.730769231,4.679487179

DANTLAD01,1978,LAL,N,17.33333333,5.7,2.3

DAVISBR01,1978,TOT,N,2.888888889,0.62962963,1.925925926

DAVISBR01,1978,LAL,N,3.8,0.2,1.8

DAVISBR01,1978,IND,N,2.681818182,0.727272727,1.954545455

DAVISHA01,1978,CLE,N,4.05,1.65,0.4

DAVISJO01,1978,IND,N,18.27848101,2.417721519,5.734177215

DAVISWA03,1978,PHO,N,23.64556962,4.721518987,4.291139241

DAWKIDA01,1978,PHI,N,13.05128205,8.08974359,1.641025641

DIETRCO01,1978,SAS,N,6.539473684,4.144736842,2.605263158

DORSEJA01,1978,HOU,N,2.8,1.15,0.1

DOUGLLE01,1978,DET,N,11.43589744,8.512820513,0.948717949

DREWJO01,1978,ATL,N,22.72151899,6.607594937,1.506329114

DUDLECH01,1978,CHI,N,2.744186047,2,2.697674419

DUNLEMI01,1978,HOU,N,7.959459459,1.72972973,4.378378378

DUNNTR01,1978,POR,N,7.675,4.3,1.2875

EDWARJA01,1978,IND,N,16.65853659,8.451219512,1.12195122

ELLIOBO01,1978,NJN,N,8.785714286,4,1.571428571

ELLISBO01,1978,DEN,N,2.69047619,1.476190476,0.238095238

ELMORLE01,1978,IND,N,4.175,5.025,0.9375

ENGLIAL01,1978,IND,N,16.03703704,8.086419753,3.345679012

EPPSRA01,1978,GSW,N,2,0.384615385,0.153846154

ERVINJU01,1978,PHI,N,23.11538462,7.230769231,4.576923077

FORDCH01,1978,DET,N,11,6,1.666666667

FORDCH01,1978,BOS,N,15.57692308,3.282051282,4.730769231

FORDCH01,1978,TOT,N,15.40740741,3.382716049,4.617283951

FORDDO01,1978,LAL,N,6.683544304,3.392405063,1.278481013

FORDPH01,1978,KCK,N,15.94936709,2.303797468,8.620253165

FORREBA01,1978,PHO,N,3.973333333,4.2,2.226666667

FRAZIWA01,1978,CLE,N,10.75,1.666666667,2.666666667

FREEWO01,1978,SDC,N,28.76923077,3.858974359,4.358974359

FURLOTE01,1978,TOT,N,12.03846154,2.141025641,2.358974359

FURLOTE01,1978,ATL,N,9.862068966,2.448275862,2.793103448

FURLOTE01,1978,CLE,N,13.32653061,1.959183673,2.102040816

GALEMI01,1978,SAS,N,8.036585366,2.268292683,4.56097561

GERARGU01,1978,DET,N,1.5,0.5,0

GERARGU01,1978,KCK,N,3.839285714,1.732142857,0.375

GERARGU01,1978,TOT,N,3.75862069,1.689655172,0.362068966

GERVIGE01,1978,SAS,N,29.5625,5,2.7375

GIANEJO01,1978,MIL,N,7.12195122,4.975609756,1.951219512

GILMOAR01,1978,CHI,N,23.65853659,12.7195122,3.341463415

GIVENJA01,1978,ATL,N,7.702702703,2.891891892,1.121621622

GLENNMI01,1978,NYK,N,7.773333333,1.093333333,1.813333333

GONDRGL01,1978,NYK,N,5.026666667,5.653333333,1.413333333

GOODRGA01,1978,NOJ,N,12.67567568,2.472972973,4.824324324

GREENMI01,1978,SAS,N,7.513157895,4.657894737,1.526315789

GREENRI01,1978,DET,N,6.62962963,1.481481481,2.333333333

GREENST01,1978,IND,N,2.666666667,1.333333333,0.538461538

GREENTO01,1978,NOJ,N,3.93220339,1.152542373,2.372881356

GREVEKE01,1978,WA1,N,15.52307692,3.569230769,2.353846154

GRIFFPA01,1978,NOJ,N,3.935064935,5.077922078,1.792207792

GROSSBO01,1978,POR,N,9.698113208,4.716981132,3.471698113

GRUNFER01,1978,MIL,N,10.2804878,4.390243902,2.634146341

HANSELA01,1978,SEA,N,5.066666667,3.933333333,0.933333333

HARDYJA01,1978,NOJ,N,6.661764706,4.558823529,0.955882353

HASSEJO01,1978,SEA,N,4.054545455,0.818181818,0.763636364

HAWESST01,1978,ATL,N,10.51851852,7.296296296,2.271604938

HAWKIRO01,1978,DET,N,4.5,1.5,1

HAYESEL01,1978,WA1,N,21.81707317,12.12195122,1.743902439

HAYWOSP01,1978,TOT,N,20.89705882,7.838235294,1.867647059

HAYWOSP01,1978,NYK,N,17.79411765,6.058823529,1.647058824

HAYWOSP01,1978,NOJ,N,24,9.617647059,2.088235294

HEARDGA01,1978,PHO,N,6.26984127,5.571428571,0.952380952

HENDETO01,1978,WA1,N,10.77142857,2.328571429,5.985714286

HERROKE01,1978,ATL,N,2.857142857,0.714285714,0.214285714

HICKSPH01,1978,DEN,N,1.95,1.4,0.4

HIGGSKE01,1978,CLE,N,4.985294118,1.5,2.073529412

HILLAR01,1978,ATL,N,10.2195122,2,5.853658537

HILLMDA01,1978,KCK,N,7.012820513,5.525641026,1.166666667

HOLLAWI01,1978,CHI,N,12.57317073,3.097560976,4.024390244

HOLLIES01,1978,DET,N,2.76,1.8,0.24

HOLLILI01,1978,POR,N,15.25,2.328125,5.078125

HOWAROT01,1978,MIL,N,3.333333333,2.333333333,0.333333333

HOWAROT01,1978,DET,N,4.454545455,3.090909091,0.363636364

HOWAROT01,1978,TOT,N,4.214285714,2.928571429,0.357142857

HUDSOLO01,1978,LAL,N,9.846153846,1.794871795,1.807692308

HUGHEKI01,1978,DEN,N,2.641975309,4.135802469,0.913580247

ISSELDA01,1978,DEN,N,17.03703704,9.111111111,3.148148148

JACKSPH01,1978,NJN,N,6.338983051,3.016949153,1.440677966

JAMESAA01,1978,NOJ,N,9.95890411,3.397260274,1.068493151

JOHNSCH01,1978,WA1,N,9.158536585,2.463414634,2.158536585

JOHNSCL01,1978,POR,N,3.243243243,3.054054054,1.054054054

JOHNSDE01,1978,SEA,N,15.875,4.675,3.5

JOHNSED02,1978,ATL,N,15.96153846,2.179487179,4.615384615

JOHNSGE01,1978,NJN,N,6.628205128,7.897435897,1.128205128

JOHNSGE03,1978,MIL,N,6.179104478,5.373134328,1.208955224

JOHNSJO01,1978,SEA,N,11,5.024390244,4.365853659

JOHNSMA02,1978,MIL,N,25.61038961,7.61038961,3.038961039

JOHNSMI01,1978,CHI,N,15.42682927,7.646341463,4.634146341

JOHNSOL01,1978,CHI,N,9.154929577,3.197183099,2.295774648

JONESBO01,1978,PHI,N,12.0625,6.6375,2.5125

JONESCA01,1978,PHI,N,9.294871795,9.576923077,1.935897436

JONESDW01,1978,HOU,N,5.654320988,4.049382716,0.703703704

JORDAED01,1978,NJN,N,12.37804878,2.62195122,4.451219512

JUDKIJE01,1978,BOS,N,8.75308642,2.358024691,1.790123457

KELLERI01,1978,NOJ,N,15.6625,12.825,3.5625

KENONLA01,1978,SAS,N,22.11111111,9.75308642,4.135802469

KINGBE01,1978,NJN,N,21.57317073,8.158536585,3.597560976

KNIGHBI01,1978,IND,N,14.74358974,4.461538462,2.205128205

KNIGHBI01,1978,BOS,N,13.9,4.325,1.65

KNIGHBI01,1978,TOT,N,14.3164557,4.392405063,1.924050633

KNIGHTO01,1978,NYK,N,16.62195122,6.682926829,1.512195122

KRAMEJO01,1978,PHO,N,5.93902439,4.109756098,1.12195122

KUESTJO01,1978,DEN,N,1.363636364,0.393939394,1.121212121

KUNNEKE01,1978,SDC,N,6.469135802,7.024691358,1.395061728

KUPCHMI01,1978,WA1,N,14.56060606,6.515151515,1.333333333

LACEYSA01,1978,KCK,N,10.57317073,8.56097561,5.243902439

LAGARTO01,1978,SEA,N,11,8.260869565,1.391304348

LAMBEJO01,1978,CLE,N,4.728571429,4.142857143,0.614285714

LANDSMA01,1978,CHI,N,8.0875,9.275,0.85

LANIEBO01,1978,DET,N,23.64150943,9.320754717,2.641509434

LEEBU01,1978,ATL,N,7.673469388,1.204081633,3.448979592

LEEBU01,1978,CLE,N,11.48484848,2.03030303,3.818181818

LEEBU01,1978,TOT,N,9.207317073,1.536585366,3.597560976

LEERO01,1978,TOT,N,8.9,2.8,3.416666667

LEERO01,1978,PHO,N,9.76744186,2.627906977,3.069767442

LEERO01,1978,NOJ,N,6.705882353,3.235294118,4.294117647

LLOYDSC01,1978,SDC,N,0,0.6,0

LLOYDSC01,1978,CHI,N,1.656716418,1.388059701,0.47761194

LLOYDSC01,1978,TOT,N,1.541666667,1.333333333,0.444444444

LONGJO01,1978,DET,N,16.08536585,3.243902439,1.475609756

LUCASJO01,1978,GSW,N,16.14634146,3.012195122,9.292682927

LUCASMA01,1978,POR,N,20.37681159,10.37681159,3.115942029

MALONMO01,1978,HOU,N,24.76829268,17.6097561,1.792682927

MARAVPE02,1978,NOJ,N,22.55102041,2.469387755,4.959183673

MAXWECE01,1978,BOS,N,18.975,9.8875,2.85

MAYSC01,1978,CHI,N,4,1.72972973,1.054054054

MCADOBO01,1978,BOS,N,20.55,7.05,2

MCADOBO01,1978,TOT,N,24.78333333,8.666666667,2.8

MCADOBO01,1978,NYK,N,26.9,9.475,3.2

MCCLATE01,1978,PHO,N,4.611111111,1.916666667,1.666666667

MCELRJI01,1978,NOJ,N,16.92405063,2.721518987,5.734177215

MCGINGE01,1978,DEN,N,22.56578947,11.36842105,3.723684211

MCKINBI01,1978,KCK,N,7.807692308,1.08974359,3.243589744

MCMILJI01,1978,POR,N,3.608695652,1.695652174,1.434782609

MCMILTO01,1978,ATL,N,6.951219512,4.048780488,0.841463415

MCNEILA01,1978,DET,N,2.636363636,0.909090909,0.272727273

MENGEJO01,1978,CHI,N,11.01333333,1.573333333,2.493333333

MERIWJO01,1978,NOJ,N,6.083333333,5.111111111,0.861111111

MERIWJO01,1978,NYK,N,9.536585366,5.487804878,1.170731707

MERIWJO01,1978,TOT,N,7.922077922,5.311688312,1.025974026

MITCHMI01,1978,CLE,N,10.6875,4.1125,0.75

MIXST01,1978,PHI,N,9.337837838,3.959459459,1.635135135

MONEYER01,1978,TOT,N,15.11428571,2.314285714,4.728571429

MONEYER01,1978,NJN,N,16.72340426,2.659574468,5.29787234

MONEYER01,1978,PHI,N,11.82608696,1.608695652,3.565217391

MONROEA01,1978,NYK,N,12.296875,1.15625,2.953125

MOSLEGL01,1978,SAS,N,3.269230769,2.461538462,0.730769231

MURPHCA01,1978,HOU,N,20.24390244,2.109756098,4.280487805

NASHBO01,1978,KCK,N,6.37804878,2.512195122,0.865853659

NATERSW01,1978,SDC,N,10.70886076,8.873417722,1.772151899

NEALLL01,1978,POR,N,2.25,2.25,0.25

NEWLIMI01,1978,HOU,N,10.23684211,2.236842105,3.828947368

NIXONNO01,1978,LAL,N,17.12195122,2.817073171,8.987804878

NORMACO01,1978,SDC,N,7.318181818,1.454545455,1.090909091

OLBERMA01,1978,SAS,N,9.4375,5.3625,2.6375

OLIVEJO01,1978,SDC,N,1.294117647,0.558823529,0.088235294

OWENSTO01,1978,POR,N,18.53658537,9.024390244,3.670731707

PARISRO01,1978,GSW,N,17.15789474,12.05263158,1.513157895

PARKESO01,1978,GSW,N,15.17721519,5.620253165,3.683544304

PAULTBI01,1978,SAS,N,11.5443038,7.911392405,2.253164557

PHEGLRO01,1978,WA1,N,2.75862069,0.75862069,0.517241379

PIETKST01,1978,SDC,N,0,1.5,0.75

POQUEBE01,1978,DET,N,6.671052632,4.421052632,0.75

PORTEKE01,1978,DET,N,15.36585366,2.548780488,13.40243902

PRICEJI01,1978,LAL,N,5.293333333,1.64,2.906666667

RADFOWA01,1978,IND,N,3.884615385,1.307692308,1.096153846

RAYCL01,1978,GSW,N,6.926829268,7.414634146,1.658536585

REDMOMA01,1978,PHI,N,0,0.25,0.25

REDMOMA01,1978,KCK,N,7.244897959,2.204081633,1.163265306

REDMOMA01,1978,TOT,N,6.735849057,2.056603774,1.094339623

REIDRO01,1978,HOU,N,10.91463415,5.890243902,2.804878049

RESTAKE01,1978,MIL,N,7.098765432,4.75308642,1.50617284

RICHAMI01,1978,NYK,N,6.513888889,3.236111111,2.958333333

ROBERAN01,1978,DEN,N,7.904761905,4.095238095,1.698412698

ROBERTO01,1978,GSW,N,3,0.833333333,0.333333333

ROBEYRI01,1978,IND,N,8.604651163,5.906976744,1.23255814

ROBEYRI01,1978,TOT,N,10.35443038,6.493670886,1.670886076

ROBEYRI01,1978,BOS,N,12.44444444,7.194444444,2.194444444

ROBINBI01,1978,KCK,N,13.3902439,7.780487805,1.268292683

ROBINJA01,1978,SEA,N,3.833333333,1.583333333,1.083333333

ROBINTR01,1978,PHO,N,16.03846154,8.653846154,1.5

ROBINTR01,1978,NOJ,N,24.1627907,13.41860465,1.720930233

ROBINTR01,1978,TOT,N,21.10144928,11.62318841,1.637681159

ROBISDA01,1978,LAL,N,4.825,3.5625,1.2125

ROLLITR01,1978,ATL,N,8.432098765,7.259259259,0.604938272

ROUNDDA01,1978,ATL,N,15.3,10.8125,1.6375

ROWECU01,1978,BOS,N,6.679245283,4.566037736,1.301886792

RUDDJO01,1978,NYK,N,3.172413793,2.879310345,0.603448276

RUSSECA02,1978,CLE,N,21.93243243,6.797297297,4.702702703

SANDEFR01,1978,BOS,N,5.5,2.125,0.708333333

SANDEFR01,1978,TOT,N,5.739130435,2.391304348,1.130434783

SANDEFR01,1978,SAS,N,6,2.681818182,1.590909091

SCOTTAL01,1978,PHO,N,6.716049383,4.444444444,1.555555556

SCOTTCH01,1978,DEN,N,11.98734177,2.658227848,5.417721519

SHELTLO01,1978,SEA,N,13.46052632,6.157894737,1.447368421

SHEPPST01,1978,DET,N,1.6,0.95,0.2

SHEPPST01,1978,CHI,N,2.727272727,1.272727273,0.681818182

SHEPPST01,1978,TOT,N,2.19047619,1.119047619,0.452380952

SHORTPU01,1978,GSW,N,10.6,4.626666667,1.293333333

SIKMAJA01,1978,SEA,N,15.62195122,12.35365854,3.182926829

SILASJA01,1978,SAS,N,16.02531646,2.316455696,3.455696203

SILASPA01,1978,SEA,N,5.56097561,7.012195122,1.402439024

SIMPSRA01,1978,NJN,N,6.9375,1.90625,2.125

SIMPSRA01,1978,TOT,N,6.144927536,1.391304348,1.826086957

SIMPSRA01,1978,PHI,N,5.459459459,0.945945946,1.567567568

SKINNAL01,1978,PHI,N,4.5,2,1.818181818

SKINNAL01,1978,TOT,N,6.244444444,1.911111111,1.977777778

SKINNAL01,1978,NJN,N,7.913043478,1.826086957,2.130434783

SMITHBI01,1978,CLE,N,11.18055556,2.861111111,1.680555556

SMITHEL01,1978,CLE,N,6.5,4.416666667,0.541666667

SMITHPH01,1978,GSW,N,19.86440678,3.593220339,4.423728814

SMITHRA01,1978,SDC,N,20.46341463,3.597560976,4.817073171

SMITHRO01,1978,DEN,N,6.426829268,1.780487805,2.536585366

SMITHSA02,1978,MIL,N,3.5,0.5625,1

SMITHWI01,1978,POR,N,4.461538462,1,1.307692308

SNYDEDI01,1978,SEA,N,3.660714286,0.857142857,1.125

SOBERRI01,1978,IND,N,17.33333333,3.716049383,5.555555556

STACOKE01,1978,TOT,N,4.411764706,1.25,1.647058824

STACOKE01,1978,BOS,N,4.875,1,1.458333333

STACOKE01,1978,IND,N,4.159090909,1.386363636,1.75

STEELLA01,1978,POR,N,7.194444444,2.375,1.972222222

TATUMEA01,1978,BOS,N,6.666666667,1.333333333,0.333333333

TATUMEA01,1978,DET,N,7.789473684,1.592105263,0.947368421

TATUMEA01,1978,TOT,N,7.746835443,1.582278481,0.924050633

TAYLOBR01,1978,SDC,N,3.8,1.3,1

TERREIR01,1978,POR,N,3.777777778,2.055555556,0.833333333

TERREIR01,1978,TOT,N,4.510204082,2.979591837,0.836734694

TERREIR01,1978,NOJ,N,4.935483871,3.516129032,0.838709677

THEUSRE01,1978,CHI,N,16.31707317,2.780487805,5.231707317

THOMPDA01,1978,DEN,N,24.01315789,3.605263158,2.960526316

THOMPMY01,1978,POR,N,14.71232877,8.273972603,2.410958904

TOMJARU01,1978,HOU,N,19.02702703,7.72972973,1.851351351

TOWNSRA01,1978,GSW,N,4.676923077,0.846153846,1.4

TWARDDA01,1978,POR,N,10.421875,1.859375,2.75

TYLERTE01,1978,DET,N,12.87804878,7.902439024,1.085365854

UNSELWE01,1978,WA1,N,10.94805195,10.77922078,4.090909091

VANBRJA01,1978,NJN,N,6.725,4.775,2.25

VANLINO01,1978,MIL,N,2.815789474,1.052631579,4.157894737

WAKEFAN01,1978,CHI,N,0,0,0.5

WAKEFAN01,1978,DET,N,2.422535211,1.070422535,0.971830986

WAKEFAN01,1978,TOT,N,2.356164384,1.04109589,0.95890411

WALKEFO01,1978,CLE,N,10.05454545,3.6,5.836363636

WALKEWA01,1978,SEA,N,6.566666667,2.95,1.15

WALTOLL01,1978,MIL,N,5,1.386666667,4.746666667

WASHIKE01,1978,SDC,N,11.30487805,9.756097561,1.524390244

WASHIRI01,1978,KCK,N,2.111111111,2.666666667,0.388888889

WASHIWI01,1978,NJN,N,8.096774194,4.741935484,0.758064516

WATTSSL01,1978,HOU,N,3.68852459,1.68852459,3.983606557

WEATHNI01,1978,SDC,N,13.82926829,5.536585366,1.646341463

WEBSTMA01,1978,NYK,N,11.3,10.91666667,2.866666667

WEDMASC01,1978,KCK,N,18.32876712,5.287671233,1.97260274

WESTPPA01,1978,PHO,N,23.96296296,1.962962963,6.530864198

WHITEJE01,1978,SDC,N,1.225806452,1.612903226,0.225806452

WHITEJO01,1978,GSW,N,12.34482759,2.482758621,4.586206897

WHITEJO01,1978,TOT,N,12.46052632,2.631578947,4.565789474

WHITEJO01,1978,BOS,N,12.53191489,2.723404255,4.553191489

WICKSSI01,1978,SDC,N,9.759493671,5.126582278,1.594936709

WILKEBO01,1978,DEN,N,11.3875,5.175,3.55

WILKEJA01,1978,LAL,N,18.58536585,7.426829268,2.768292683

WILLIEA01,1978,BOS,N,6.1,5.25,0.6

WILLIFR01,1978,SDC,N,10.36111111,1.361111111,1.152777778

WILLIGU01,1978,SEA,N,19.17105263,3.223684211,4.039473684

WILLIJO02,1978,NJN,N,22.2027027,2.648648649,3.445945946

WILLINA01,1978,GSW,N,8.271604938,2.555555556,0.75308642

WILLIRA01,1978,NYK,N,17.2962963,3.592592593,6.222222222

WILSORI01,1978,ATL,N,3.049180328,1.245901639,1.180327869

WINTEBR01,1978,MIL,N,19.75949367,2.240506329,4.848101266

WRIGHLA01,1978,WA1,N,9.273972603,1.917808219,4.082191781

ABDULKA01,1979,LAL,N,24.80487805,10.80487805,4.524390244

ABERNTO01,1979,GSW,N,5.402985075,2.850746269,1.298507463

ADAMSAL01,1979,PHO,N,14.90666667,8.12,4.293333333

ARCHINA01,1979,BOS,N,14.1375,2.4625,8.3875

AWTREDE01,1979,CHI,N,3.307692308,4.423076923,1.538461538

BAILEGU01,1979,WA1,N,1.9,1.4,1.3

BAILEJA01,1979,SEA,N,4.656716418,2.940298507,0.417910448

BALLAGR01,1979,WA1,N,15.57317073,7.780487805,1.93902439

BANTOMI01,1979,IND,N,11.79220779,5.922077922,3.623376623

BARNEMA01,1979,SDC,N,3.2,3.85,0.9

BARRYRI01,1979,HOU,N,12.02777778,3.277777778,3.722222222

BASSETI01,1979,SAS,N,2,3,2

BASSETI01,1979,TOT,N,2.833333333,2.75,1.166666667

BASSETI01,1979,NJN,N,3.428571429,2.571428571,0.571428571

BATESBI01,1979,POR,N,11.25,1.8125,1.9375

BEHAGRO01,1979,WA1,N,3.833333333,2.333333333,1.166666667

BENSOKE01,1979,MIL,N,8.785714286,5.946428571,2.267857143

BENSOKE01,1979,DET,N,12.11764706,7.058823529,3

BENSOKE01,1979,TOT,N,9.561643836,6.205479452,2.438356164

BESHODE01,1979,CHI,N,3.588235294,0.926470588,2.044117647

BIBBYHE01,1979,PHI,N,9.012195122,2.536585366,3.743902439

BIRDLA01,1979,BOS,N,21.2804878,10.3902439,4.512195122

BIRDSOT01,1979,KCK,N,22.65853659,4.036585366,2.463414634

BOONERO01,1979,TOT,N,12.39506173,2.802469136,3.814814815

BOONERO01,1979,LAL,N,5.666666667,1.833333333,1.166666667

BOONERO01,1979,UTA,N,12.93333333,2.88,4.026666667

BOSTOLA01,1979,WA1,N,4.307692308,3,0.153846154

BOSWETO01,1979,DEN,N,11.27777778,6.333333333,2.555555556

BOSWETO01,1979,UTA,N,11.47540984,5.37704918,1.885245902

BOSWETO01,1979,TOT,N,11.43037975,5.594936709,2.037974684

BOYNEWI01,1979,NJN,N,8.53125,2.078125,1.484375

BRADLAL01,1979,HOU,N,1.863636364,0.272727273,0.136363636

BRADLDU01,1979,IND,N,8.390243902,2.719512195,3.073170732

BRATZMI01,1979,PHO,N,8.536585366,2.036585366,2.719512195

BREWEJI01,1979,POR,N,2.895522388,3.835820896,1.119402985

BREWERO01,1979,POR,N,15.68292683,2.609756098,2.634146341

BRIDGJU01,1979,MIL,N,17.56790123,3.716049383,2.925925926

BRISTAL01,1979,UTA,N,11.62195122,6.243902439,4.158536585

BROWNFR01,1979,SEA,N,12,1.9375,2.175

BROWNJO01,1979,ATL,N,3.857142857,2.214285714,0.5

BROWNJO01,1979,TOT,N,3.5,2.21875,0.5625

BROWNJO01,1979,UTA,N,0,2.25,1

BROWNRO02,1979,CHI,N,0,2.5,0.25

BRYANJO01,1979,SDC,N,9.308641975,6.37037037,1.777777778

BUCKNQU01,1979,MIL,N,10.73134328,3.552238806,5.71641791

BURLETO01,1979,KCK,N,2.567567568,1.945945946,0.540540541

BUSEDO01,1979,PHO,N,7.728395062,2.87654321,3.950617284

BYRNEMA01,1979,LAL,N,1.96875,0.84375,0.40625

CALHOCO01,1979,IND,N,1.142857143,1.428571429,0

CALVIMA01,1979,UTA,N,6.375,1.75,2.791666667

CARRAU01,1979,CLE,N,11.80519481,2.142857143,1.948051948

CARRIBO01,1979,SDC,N,3.6,1.3,0.3

CARRKE01,1979,CLE,N,12.33783784,7.716216216,1.027027027

CARRKE01,1979,LAL,N,3.2,3.4,0.2

CARRKE01,1979,TOT,N,11.75949367,7.443037975,0.974683544

CARRML01,1979,BOS,N,11.14634146,4.024390244,1.902439024

CARTERO01,1979,IND,N,2.461538462,1.461538462,0.692307692

CARTWBI01,1979,NYK,N,21.7195122,8.853658537,2.012195122

CATCHHA01,1979,MIL,N,3.236111111,5.694444444,1.138888889

CHANEDO01,1979,BOS,N,2.783333333,1.216666667,0.633333333

CHEEKMA01,1979,PHI,N,11.36708861,3.46835443,7.037974684

CHENIPH01,1979,TOT,N,7.581395349,1.813953488,2.069767442

CHENIPH01,1979,WA1,N,10.1,2.15,2.1

CHENIPH01,1979,IND,N,5.391304348,1.52173913,2.043478261

CHONEJI01,1979,LAL,N,10.59756098,6.87804878,1.841463415

CLEAMJI01,1979,NYK,N,3.409090909,0.863636364,1.818181818

CLEAMJI01,1979,WA1,N,7.789473684,2.333333333,4.350877193

CLEAMJI01,1979,TOT,N,6.569620253,1.924050633,3.64556962

COLLIDO01,1979,PHI,N,13.75,2.611111111,2.777777778

COOKJE01,1979,PHO,N,5.484848485,3.651515152,1.272727273

COOPEMI01,1979,LAL,N,8.804878049,2.792682927,2.695121951

COOPEWA01,1979,GSW,N,11.02531646,6.417721519,0.53164557

COPELHO01,1979,NYK,N,5.693333333,2.08,1.066666667

CORZIDA01,1979,WA1,N,2.884615385,3.461538462,0.807692308

COUGHJO01,1979,GSW,N,2.833333333,0.791666667,0.5

COWENDA01,1979,BOS,N,14.24242424,8.090909091,3.121212121

CRISSCH01,1979,ATL,N,8.283950617,1.432098765,3.037037037

CROSBTE01,1979,KCK,N,1.5,0.25,1.75

CUMMIPA01,1979,MIL,N,6.591549296,3.352112676,0.746478873

DANDRBO01,1979,WA1,N,17.4,5.466666667,3.955555556

DANTLAD01,1979,UTA,N,27.98529412,7.588235294,2.808823529

DAVISBR01,1979,IND,N,1.4,0.4,1

DAVISBR01,1979,TOT,N,4.611111111,0.944444444,2.777777778

DAVISBR01,1979,UTA,N,5.846153846,1.153846154,3.461538462

DAVISHA01,1979,SAS,N,3.25,1.5,0

DAVISJO01,1979,IND,N,15.85365854,2.756097561,5.365853659

DAVISWA03,1979,PHO,N,21.50666667,3.626666667,4.493333333

DAWKIDA01,1979,PHI,N,14.725,8.6625,1.8625

DAWKIPA01,1979,UTA,N,5.543859649,2.192982456,1.350877193

DEANEGR01,1979,UTA,N,1.428571429,0.857142857,0.857142857

DEMICLA01,1979,NYK,N,6.951219512,5.890243902,0.780487805

DIETRCO01,1979,CHI,N,6.898734177,4.594936709,2.734177215

DOUGLLE01,1979,DET,N,8.1,7.157142857,1.728571429

DREWJO01,1979,ATL,N,19.4875,5.8875,1.2625

DUEROTE01,1979,DET,N,9.313432836,1.462686567,1.746268657

DUNLEMI01,1979,HOU,N,8.039215686,1.960784314,4.117647059

DUNNTR01,1979,POR,N,6.87804878,3.951219512,1.792682927

EDWARJA01,1979,IND,N,15.69512195,7.048780488,1.548780488

ELLIOBO01,1979,NJN,N,5.685185185,3.425925926,0.981481481

ELLISBO01,1979,DEN,N,3.375,2.416666667,0.625

ELMORLE01,1979,KCK,N,4.465517241,4.431034483,1.103448276

ENGLIAL01,1979,DEN,N,21.33333333,9.375,3.416666667

ENGLIAL01,1979,IND,N,14.92592593,7.037037037,2.62962963

ENGLIAL01,1979,TOT,N,16.8974359,7.756410256,2.871794872

ERVINJU01,1979,PHI,N,26.92307692,7.384615385,4.551282051

EVANSEA01,1979,DET,N,4.361111111,2.083333333,1.027777778

EVANSMI01,1979,SAS,N,6.151898734,1.35443038,2.911392405

FERNSER01,1979,BOS,N,3.125,1.714285714,0.5

FORDCH01,1979,BOS,N,11.17808219,2.479452055,2.945205479

FORDDO01,1979,CLE,N,7.285714286,4.142857143,1.380952381

